steming_data,Sentiment,tokenized_tweet
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
dukung program makan siang gizi gratis,Positif,"[24, 4, 1, 3, 5, 2]"
cut of program kerja cut off anggar parleman asai kim plus cut off program aman impeachment cut off makan siang gratis 71t cut off ikn 15 t susut 86t 316t ambil sita duit korupsi timah 300t emas 150t korupsi kuoata haji puluh t,Positif,"[2225, 420, 4, 39, 2225, 3212, 19, 0, 3976, 2920, 653, 2225, 3212, 4, 320, 0, 2225, 3212, 1, 3, 2, 2131, 2225, 3212, 131, 877, 306, 0, 0, 0, 133, 1058, 37, 62, 2282, 2510, 240, 0, 62, 0, 1052, 764, 306]"
bentuk rapbn 2025 program makan siang gratis alokasi capai rp 71 triliun ekspektasi rencana 460 t belanja bunga utang duduk porsi belanja komponen belanja perintah pusat,Positif,"[224, 7064, 151, 4, 1, 3, 2, 289, 532, 288, 1472, 161, 2642, 388, 7065, 306, 753, 1442, 248, 832, 158, 753, 4282, 753, 13, 488]"
makan siang gratis ceban biaya susu bukti perintah impor sapi 2025 penuh butuh susu negeri dukung program makan gizi gratis wowo,Negatif,"[1, 3, 2, 2918, 57, 63, 142, 13, 490, 1056, 151, 97, 45, 63, 111, 24, 4, 1, 5, 2, 283]"
dana program makan siang gratis tuh,Positif,"[18, 4, 1, 3, 2, 29]"
program makan siang gizi gratis era presiden prabowo uji coba sdn 01 surodikraman ponorogo kodam v brawijaya,Positif,"[4, 1, 3, 5, 2, 564, 32, 21, 196, 48, 361, 1167, 0, 4325, 5212, 1342, 0]"
pj gubernur sulsel prof zudan arif fakrulloh pantau kesiap program makan siang gratis kab luwu unjung negeri 3 ponrang jumat 13 desember 2024 pj bupati luwu muh saleh forkopimda kab luwu tinjau langsung uji coba program,Positif,"[695, 221, 694, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 1721, 1357, 1099, 111, 107, 2068, 203, 874, 976, 448, 695, 1474, 1357, 13185, 2181, 1484, 1721, 1357, 638, 110, 196, 48, 4]"
gilir bikin pajak program makan siang gratis dll ikut negara barat gana sih retard retard ckckckk,Negatif,"[683, 23, 34, 4, 1, 3, 2, 154, 1462, 22, 652, 0, 10, 0, 0, 0]"
beda bu vietnam nurunin ppn biar ekonomi masyarakat geliat kencang indonesia naikin ppn biar bikin program makan siang gratis apbn tekor 400 trilyun beda maksud tuju,Negatif,"[74, 579, 9108, 2205, 90, 41, 95, 58, 3947, 2658, 14, 468, 90, 41, 23, 4, 1, 3, 2, 121, 2038, 2077, 1375, 74, 454, 56]"
jabat gubernur sulawesi selatan prof zudan arif fakrulloh pantau kesiap program makan siang gratis kabupaten luwu unjung negeri 3 ponrang jumat 13 desember 2024,Positif,"[61, 221, 767, 577, 708, 1354, 1355, 1356, 356, 888, 4, 1, 3, 2, 328, 1357, 1099, 111, 107, 2068, 203, 874, 976, 448]"
tentara urus program makan siang gratis,Positif,"[1141, 124, 4, 1, 3, 2]"
program makan siang gratis progeam makan gizi gratis program makan 10000 gratis,Positif,"[4, 1, 3, 2, 10526, 1, 5, 2, 4, 1, 581, 2]"
orang pemda be like yuk ubah rab yuk desk kemarin cut makan siang gratis cut persen yuk program entar deh usul masyarakat musrenbang rang deh,Positif,"[11, 757, 1033, 1272, 523, 435, 5335, 523, 11386, 120, 2225, 1, 3, 2, 2225, 700, 523, 4, 418, 114, 181, 58, 11387, 828, 114]"
registrasi klien kenal program makan siang gratis teras intips,Positif,"[7773, 4306, 834, 4, 1, 3, 2, 4526, 7774]"
program makan siang gizi gratis dkp pekanbaru utama pangan lokal bnetwork,Positif,"[4, 1, 3, 5, 2, 7316, 1243, 273, 194, 352, 1459]"
agung nugroho target program makan siang gratis pekanbaru maksimal 2025 bnetwork,Positif,"[1352, 5330, 351, 4, 1, 3, 2, 1243, 661, 151, 1459]"
anggar program makan gratis buka usaha kebun terna hasil panen kebun anak sekolah sesuai program makan siang gratis canang,Positif,"[19, 4, 1, 2, 180, 327, 3803, 1686, 60, 1545, 3803, 7, 8, 129, 4, 1, 3, 2, 3397]"
program makan siang gratis ngegaji menteri kabar hahaha,Positif,"[4, 1, 3, 2, 7479, 183, 574, 783]"
disdikpora badung gelar uji coba program makan siang gizi gratis sdn 5 carangsari,Positif,"[3935, 3936, 746, 196, 48, 4, 1, 3, 5, 2, 361, 165, 6116]"
4 sehat 5 sempurna susu ganti program makan siang gratis titik embel2 gizi,Negatif,"[250, 35, 165, 1153, 63, 115, 4, 1, 3, 2, 1489, 9557, 5]"
inti program makan siang gratis jabat leluasa dana masuk rekning pribadi,Netral,"[596, 4, 1, 3, 2, 61, 9299, 18, 79, 9300, 269]"
bingung cari sumber dana nombokin apbn mending program makan siang gratis tunda lupa tokh anggar 10ribu orang rang overhead cost,Positif,"[261, 99, 286, 18, 1946, 121, 43, 4, 1, 3, 2, 818, 308, 13208, 19, 971, 11, 828, 13209, 236]"
wakapolres ponorogo kompol gandi darma yudanto sh sik mah hadir giat uji coba operasional layan penuh gizi program makan siang gratis wilayah kab ponorogo,Positif,"[4135, 4325, 4326, 7206, 7207, 7208, 1026, 1169, 94, 232, 277, 196, 48, 1249, 516, 97, 5, 4, 1, 3, 2, 392, 1721, 4325]"
gua sedih deh program makan siang gratis sekolah omset jual nyokap gua turun dagang gua kayak kemarin ken sih kayak stabil jujur nih program dampak rasai orang kantin,Negatif,"[77, 437, 114, 4, 1, 3, 2, 8, 2755, 315, 2699, 77, 227, 800, 77, 15, 120, 339, 10, 15, 1718, 191, 50, 4, 598, 749, 11, 147]"
walikota pekanbaru pilih agung nugroho program makan siang gratis optimal 2025,Netral,"[3262, 1243, 46, 1352, 5330, 4, 1, 3, 2, 752, 151]"
program makan siang gratis nih orang biar pilih alas bijak ngawur,Netral,"[4, 1, 3, 2, 50, 11, 41, 46, 317, 137, 1048]"
program ukur output outcome ya output ya ukur ngukur outcome makan siang gratis,Positif,"[4, 1275, 2408, 3435, 6, 2408, 6, 1275, 11774, 3435, 1, 3, 2]"
wkwk kontol lebar bahas program perintah makan siang gratis kasih pilih ya program ya kontol buzzer tolol,Netral,"[171, 808, 2276, 226, 4, 13, 1, 3, 2, 17, 46, 6, 4, 6, 808, 195, 155]"
lucu pilkada 5 dana banding program makan siang gratis,Positif,"[284, 2402, 165, 18, 103, 4, 1, 3, 2]"
teknis banget ngebahas hitung2an daerah daerahintinya program makan siang gratis libat fihak pusat daerahtermasuk vendor locasetempatnggk program smcm daerah kabupaten pakai vendor catering jakarta,Positif,"[1454, 20, 3129, 6529, 91, 6530, 4, 1, 3, 2, 400, 6531, 488, 6532, 357, 6533, 4, 6534, 91, 328, 28, 357, 340, 160]"
dukung program perintah polres trenggalek ratus paket makan siang gizi gratis polisi resor trenggalek ratus paket makan siang gizi gratis masyarakat giat salah upaya polres trenggalek,Positif,"[24, 4, 13, 820, 2146, 486, 697, 1, 3, 5, 2, 609, 12590, 2146, 486, 697, 1, 3, 5, 2, 58, 277, 54, 750, 820, 2146]"
tindak program makan siang gratis dprd ambon kunker bekas,Positif,"[1235, 4, 1, 3, 2, 1070, 11253, 11254, 1236]"
program mbak tanam nilai hidup hemat sehat anak makan siang gratis tanam didik karakter anakanak mendikdasmen abdul muti clara shinta arsenal haaland dik malay 0000 0300 wib,Positif,"[4, 9, 1075, 249, 135, 603, 35, 7, 1, 3, 2, 1075, 38, 2012, 52, 1870, 1871, 3599, 13131, 13132, 13133, 13134, 1010, 2728, 13135, 13136, 5070]"
makan siang gratis blunder bingung program omong omong,Negatif,"[1, 3, 2, 856, 261, 4, 134, 134]"
benar keren banget inisiatif moga bantu program makan siang gizi gratis,Positif,"[190, 200, 20, 1521, 148, 47, 4, 1, 3, 5, 2]"
program prabowo makan siang gratisbiar iq,Netral,"[4, 21, 1, 3, 5975, 1832]"
program makan siang gratis ngegaji jabat hasil kue ikn dosa hasil pikir pendek perintah rakyat nanggung,Positif,"[4, 1, 3, 2, 7479, 61, 60, 5463, 131, 1402, 60, 68, 1199, 13, 12, 1064]"
1 makan siang gratis program kampanye gibran 5 krhanya kampanye pakai dana apbn 4112024 polri rekrut 600 personel tahan pangan bantu makan gizi gratis tangkapjokowifufufafa tangkapjokowifufufafa jokowidodopenipu,Positif,"[55, 1, 3, 2, 4, 98, 178, 165, 5877, 98, 28, 18, 121, 3837, 811, 1361, 2371, 2073, 189, 194, 47, 1, 5, 2, 3838, 3838, 2948]"
program makan siang gratis ya rakyat ya kasih,Positif,"[4, 1, 3, 2, 6, 12, 6, 17]"
dasar dunia internasional radikal intoleran papar hti residu pilpres gagal move on berani2nya kritik program makan siang gratis prabowo diomelin zarry hendrik n admin gerindra ya,Negatif,"[169, 216, 1477, 5137, 4562, 1605, 4713, 11064, 406, 264, 4793, 942, 11065, 116, 4, 1, 3, 2, 21, 5099, 3956, 11066, 513, 1318, 1389, 6]"
musti program makan siang gratis biar sehat pintar presiden sesuai,Positif,"[1909, 4, 1, 3, 2, 41, 35, 164, 32, 129]"
rangka dukung program makan siang gizi presiden prabowo polda kaltim pemprov kaltim laksana giat makan gizi gratis slb negeri samarinda sdn 002 sungai pinang samarinda rabu 111224,Positif,"[903, 24, 4, 1, 3, 5, 32, 21, 1080, 1996, 1224, 1996, 109, 277, 1, 5, 2, 1498, 111, 2843, 361, 5205, 2613, 5206, 2843, 1561, 5207]"
rangka dukung program makan siang gizi presiden prabowo polda kaltim pemprov kaltim laksana giat makan gizi gratis slb negeri samarinda sdn 002 sungai pinang samarinda rabu 111224,Positif,"[903, 24, 4, 1, 3, 5, 32, 21, 1080, 1996, 1224, 1996, 109, 277, 1, 5, 2, 1498, 111, 2843, 361, 5205, 2613, 5206, 2843, 1561, 5207]"
program makan siang gratis gerak roda ekonomi masif perintah sedia bahan baku beras daging ikan sayur telur garam genjot produksi tani ikan,Netral,"[4, 1, 3, 2, 892, 1833, 95, 2979, 13, 197, 270, 2980, 659, 491, 470, 252, 554, 1481, 5978, 893, 438, 470]"
min tolong baca respon ya min salah kabupaten bogor rekrut karyawan masak program makan siang gratis gaji 4 8 wrg bayar 50k angkot bayar terima kerja benar scam min,Positif,"[642, 245, 255, 4614, 6, 642, 54, 328, 1038, 1361, 1158, 207, 4, 1, 3, 2, 72, 250, 546, 0, 44, 4319, 6379, 44, 53, 39, 190, 7342, 642]"
wapres program makan siang gizi gratis biar pintar,Positif,"[417, 4, 1, 3, 5, 2, 41, 164]"
rangka dukung program makan siang gizi presiden prabowo polda kaltim pemprov kaltim laksana giat makan gizi gratis slb negeri samarinda sdn 002 sungai pinang samarinda,Positif,"[903, 24, 4, 1, 3, 5, 32, 21, 1080, 1996, 1224, 1996, 109, 277, 1, 5, 2, 1498, 111, 2843, 361, 5205, 2613, 5206, 2843]"
rangka dukung program makan siang gizi presiden prabowo polda kaltim pemprov kaltim laksana giat makan gizi gratis slb negeri samarinda sdn 002 sungai pinang samarinda rabu 111224,Positif,"[903, 24, 4, 1, 3, 5, 32, 21, 1080, 1996, 1224, 1996, 109, 277, 1, 5, 2, 1498, 111, 2843, 361, 5205, 2613, 5206, 2843, 1561, 5207]"
rangka dukung program makan siang gizi presiden prabowo polda kaltim pemprov kaltim laksana giat makan gizi gratis slb negeri samarinda sdn 002 sungai pinang samarinda rabu 111224 makanbergizi astacita polripresisi,Positif,"[903, 24, 4, 1, 3, 5, 32, 21, 1080, 1996, 1224, 1996, 109, 277, 1, 5, 2, 1498, 111, 2843, 361, 5205, 2613, 5206, 2843, 1561, 5207, 7404, 11666, 2202]"
anggar program makan siang gratis trenggalek terombangambing,Positif,"[19, 4, 1, 3, 2, 2146, 9197]"
sayang perintah pilih program tuntas sarana prasarana transportasi daerah jangkau r4 urgent ketimbang makan siang gratis,Positif,"[359, 13, 46, 4, 1786, 2474, 3272, 1379, 91, 611, 0, 793, 582, 1, 3, 2]"
indonesia manaikkan 12 program ambisius makan siang gratis e gratis ambil utang hibah ln pajak,Netral,"[14, 10252, 85, 4, 1470, 1, 3, 2, 594, 2, 133, 248, 2120, 1648, 34]"
program makan siang gratis kaah sayaangg,Positif,"[4, 1, 3, 2, 11043, 11044]"
makan siang gratis program sih,Positif,"[1, 3, 2, 4, 10]"
program makan siang gratis ngemis china pinjam uang trilyunan dana 8 1trilyun ikn indonesia pinjam uang negeri bayar hutang negara tumpuk gunung hutang,Negatif,"[4, 1, 3, 2, 921, 119, 977, 26, 5066, 18, 546, 0, 131, 14, 977, 26, 111, 44, 149, 22, 4146, 1466, 149]"
rugi negara ratus trilyun denda milyar denda hadil korupsi program makan siang gratis,Positif,"[473, 22, 486, 1375, 1673, 1534, 1673, 12722, 62, 4, 1, 3, 2]"
cerita bahagia program makan siang gratis,Positif,"[519, 550, 4, 1, 3, 2]"
gratifikasi kah makan apbn kah goto resmi luncur program makan siang gratis skema csr gibran blusukan uji coba makan gizi gratis bos goto program anak bangsa jokowidodopenipu jokowidodopenipu,Positif,"[5381, 144, 1, 121, 144, 5464, 864, 963, 4, 1, 3, 2, 2030, 2428, 178, 2753, 196, 48, 1, 5, 2, 413, 5464, 4, 7, 100, 2948, 2948]"
puluh sapi perah betina terbang sydney jakarta sapi australia ekspor indonesia program makan siang sekolah gratis negara,Negatif,"[764, 1056, 2614, 10837, 2266, 10838, 160, 1056, 3689, 4934, 14, 4, 1, 3, 8, 2, 22]"
buzzer ya keminter alat oligarki bisnis rugi program makan siang gizi gratis,Positif,"[195, 6, 11313, 1046, 1540, 605, 473, 4, 1, 3, 5, 2]"
hahahah program makan siang sih okegas sarap rumah sakit oke gas kayak deh daerah ku orang bahas makan siang gratis ponakan2 sekolah cerita kayak uji coba jakarta,Positif,"[2941, 4, 1, 3, 10, 1897, 214, 76, 365, 219, 267, 15, 114, 91, 302, 11, 226, 1, 3, 2, 8933, 8, 519, 15, 196, 48, 160]"
catering masuk program makan siang gratis,Netral,"[340, 79, 4, 1, 3, 2]"
lupa variabel hambat hasil program makan siang gratis dihabisin,Positif,"[308, 8184, 1405, 60, 4, 1, 3, 2, 2754]"
program makan siang gratis bantu cina omon2 malu negara kayak sumber daya alam tau mana tuh hasil nikmat,Positif,"[4, 1, 3, 2, 47, 589, 962, 251, 22, 15, 286, 295, 568, 51, 1780, 29, 60, 220]"
nilai nyicip program makan siang gratis,Positif,"[249, 4902, 4, 1, 3, 2]"
jabat tangkap korupsi program makan siang gratis kumer benar bagus buruk k13 ktsp guru amp nakes gaji layak,Negatif,"[61, 1016, 62, 4, 1, 3, 2, 9113, 190, 82, 387, 9114, 9115, 125, 64, 3204, 72, 88]"
asn jatah program makan siang gratis 10 bom include ppn 7000,Positif,"[1150, 322, 4, 1, 3, 2, 145, 722, 3727, 90, 5530]"
polsek rantau pulung gelar distribusi makan siang gizi gratis kapolsek rantau pulung ipda nur kholis sh gelar distribusi makan siang gizi gratis rangka dukung program perintah tingkat gizi sehat anak sekolah,Positif,"[530, 0, 5683, 746, 493, 1, 3, 5, 2, 1945, 0, 5683, 5299, 0, 0, 1026, 746, 493, 1, 3, 5, 2, 903, 24, 4, 13, 123, 5, 35, 7, 8]"
program makan siang gratis prabowo harap sehat anakanak,Positif,"[4, 1, 3, 2, 21, 168, 35, 52]"
makan enak program makan siang gratis cuman 10 ribu,Positif,"[1, 31, 4, 1, 3, 2, 206, 145, 132]"
bicara sopan gaji arle gua potong 85 anggar dana program makan siang gratis,Positif,"[761, 2988, 72, 8551, 77, 122, 8552, 19, 18, 4, 1, 3, 2]"
jauhjauh china dll you program makan siang gratis siswa sekolah indonesia budgetnya idr 10 000 orang implementasi kolaborasi daya warga negara,Positif,"[3715, 119, 154, 641, 4, 1, 3, 2, 36, 8, 14, 480, 13088, 145, 1916, 11, 699, 1159, 295, 162, 22]"
makan siang gratis proyek kampanye pilpres 2029 odgj rawan gibrannya gibran 27 juli 2024 rawan gibran libat program makan siang gratis kapangibranmundur kapangibranmundur,Positif,"[1, 3, 2, 177, 98, 406, 1116, 10449, 634, 10450, 178, 2182, 2214, 448, 634, 178, 400, 4, 1, 3, 2, 5217, 5217]"
tanggung program makan siang gizi gratis menyianyiakan anggar,Positif,"[369, 4, 1, 3, 5, 2, 11626, 19]"
habis jumat makan nasi bungkus gratis tunggu program makan siang gratis,Positif,"[87, 203, 1, 30, 1114, 2, 209, 4, 1, 3, 2]"
70 jakarta kemarin gibran sosialisasi program makan siang gratis ya,Positif,"[1749, 160, 120, 178, 1479, 4, 1, 3, 2, 6]"
anak sekolah perut lapar nyisahin keluarga rumah kasih makan siang gratis terimakasih prabowo program makan siang gratis,Positif,"[7, 8, 358, 301, 7549, 139, 76, 17, 1, 3, 2, 553, 21, 4, 1, 3, 2]"
makan siang gratis gue program beasiswa negeri vs program makan gratis orang indonesia pilih makan gratis instan asli lihat ntb gubernur pilih,Positif,"[1, 3, 2, 16, 4, 771, 111, 955, 4, 1, 2, 11, 14, 46, 1, 2, 1734, 606, 33, 4993, 221, 46]"
kusmiadewi program makan siang gratis siswa atur permendagri 15 2024 bnetwork,Positif,"[7881, 4, 1, 3, 2, 36, 456, 7882, 877, 448, 1459]"
analisis cakap media sosial 57 persen netizen nilai program makan siang gratis sasar,Positif,"[2762, 3080, 823, 425, 4435, 700, 849, 249, 4, 1, 3, 2, 198]"
patik program makan gizi gratis kapolres sampang akbp hendro sukmono sh sik mik jabat utama polres sampang unjung sdismpi al karomah makan siang gratis jumat 06122024 berkah,Positif,"[6129, 4, 1, 5, 2, 1656, 3943, 2494, 6130, 6131, 1026, 1169, 3018, 61, 273, 820, 3943, 1099, 6132, 1085, 6133, 1, 3, 2, 203, 6134, 263]"
curiga frissian flag susu hasil kerjasama bumn program makan siang gratis opportunity loss bumn opportunity loss korupsi ya,Positif,"[1082, 7428, 4408, 63, 60, 1950, 1612, 4, 1, 3, 2, 4409, 4410, 1612, 4409, 4410, 62, 6]"
program makan siang susu gratis paksa tunda dana utang bom mosok negoro kalah merbot jumat jalan paket nasi bungkus,Positif,"[4, 1, 3, 63, 2, 112, 818, 18, 248, 722, 3912, 3913, 461, 6039, 203, 40, 697, 30, 1114]"
ppn 12 bukti gagal kelola apbn ancam program makan siang gratis siswa sekolah ppn 12 bawa tekan tumbuh ekonomi indonesia prediksi ppn posisi 5 persen 2029,Positif,"[90, 85, 142, 264, 157, 121, 969, 4, 1, 3, 2, 36, 8, 90, 85, 130, 588, 254, 95, 14, 2059, 90, 1793, 165, 700, 1116]"
bikin jabat nama bubarin omon anggar tambah program makan siang gratis 10 ribu 20 ribu sesuai janji,Positif,"[23, 61, 75, 1397, 497, 19, 401, 4, 1, 3, 2, 145, 132, 715, 132, 129, 67]"
anggar menko paradox makan siang gizi gratis 10000 program jalan susut pajak 12 adil mantap macan asia,Positif,"[19, 12647, 0, 1, 3, 5, 2, 581, 4, 40, 0, 34, 85, 672, 917, 3643, 1768]"
dukung program nasional polres pulau talaud bhayangkari gelar makan siang gizi gratis sekolah,Positif,"[24, 4, 217, 820, 1979, 12127, 2331, 746, 1, 3, 5, 2, 8]"
dukung program nasional polres pulau talaud bhayangkari gelar makan siang gizi gratis sekolah,Positif,"[24, 4, 217, 820, 1979, 12127, 2331, 746, 1, 3, 5, 2, 8]"
jebak betmen biar dibantuin program makan siang gratis,Positif,"[1066, 4021, 41, 12697, 4, 1, 3, 2]"
pemkab kulon progo dana luntuk program makan siang gratis capai rp 29 5 miliar lengkap baca detik ya lurr sumber lokasi kulon progo yogyakarta panoramakulonprogo kulonprogo jogja,Positif,"[1858, 5249, 5250, 18, 10642, 4, 1, 3, 2, 532, 288, 1849, 165, 939, 380, 255, 1842, 6, 10643, 286, 537, 5249, 5250, 2312, 10644, 4748, 1306]"
presiden prabowo cetus program makan siang gratis ancam ancam turun bursa saham prabowosubianto makansianggratis bursasaham,Negatif,"[32, 21, 1808, 4, 1, 3, 2, 969, 969, 227, 5454, 5455, 3301, 693, 13187]"
habib rizieq dkk sumbang program makan siang gratis prabowo nila rp2098 t,Positif,"[0, 10747, 0, 223, 4, 1, 3, 2, 21, 1043, 0, 306]"
bahagia ya sayang cantik cewek kerenkku retweet ganya sayang lucu deh kali lihat program makan siang gratis,Positif,"[550, 6, 359, 1954, 2234, 12939, 3209, 12940, 359, 284, 114, 86, 33, 4, 1, 3, 2]"
mending gaji nambahin program makan siang gratis pecat buang2 anggar,Positif,"[43, 72, 1118, 4, 1, 3, 2, 1097, 736, 19]"
masyarakat sengaja bikin bodoh perintah ngawur coba menang pilpres dab pileg jago iq rendah al gizi buruk stunting nyinyir program makan siang gratis perintah,Negatif,"[58, 1296, 23, 233, 13, 1048, 48, 403, 406, 9584, 9585, 1620, 1832, 487, 1085, 5, 387, 118, 1251, 4, 1, 3, 2, 13]"
bupati karawang h aep syaepuloh libat umkm amp usaha program makan siang gratis karawang karawangmaju aepsyaepuloh treasure comeback d2 highschoolfrenemyfinalep tomoro klarifikasi darurat militer neozep taim,Netral,"[1474, 3169, 3411, 9334, 9335, 400, 710, 64, 327, 4, 1, 3, 2, 3169, 9336, 9337, 9338, 4459, 9339, 9340, 9341, 2662, 2092, 1094, 9342, 9343]"
batal program makan siang gizi gratis prabowo subianto presiden hormat maaf malu indonesia kayak raya sumber alam ngutang,Netral,"[355, 4, 1, 3, 5, 2, 21, 522, 32, 876, 205, 251, 14, 15, 879, 286, 568, 453]"
agenda butuh tumbal kaum kim bentuk golong sehat koalisi bentuk matang program pasu kim membrondong miftah kubur nama ppn 12 makan siang gratis,Positif,"[2704, 45, 2452, 629, 2920, 224, 1120, 35, 2139, 224, 1072, 4, 847, 2920, 0, 6589, 0, 75, 90, 85, 1, 3, 2]"
1 5jt ya dominasi program makan siang gratis cipta generasi emas 2045,Positif,"[55, 3363, 6, 11786, 4, 1, 3, 2, 384, 89, 240, 687]"
harihari beli materai biar program makan siang gratis budgetnya 50kporsi,Positif,"[2136, 96, 11641, 41, 4, 1, 3, 2, 480, 11642]"
laksana program makan gizi makan siang gratis badan gizi nasional milik rantai komando militer tingkat nasional camat lurah,Positif,"[109, 4, 1, 5, 1, 3, 2, 342, 5, 217, 845, 1998, 10701, 1094, 123, 217, 591, 1130]"
