tweet,tweet_cleaning,tweet_casefolding,normalisasi,label,tokenize,stopword removal,steming_data
Politisi <username> yg biasa suka mengkritik Jokowi tapi giliran dikritik ngeblock salah satu pengusung paslon 02 ditangkap karena narkoba . Ahok keluar yg masuk banyak . Allah maha adil . <hashtag>,Politisi username yg biasa suka mengkritik Jokowi tapi giliran dikritik ngeblock salah satu pengusung paslon 02 ditangkap karena narkoba Ahok keluar yg masuk banyak Allah maha adil hashtag,politis username yg suka kritik jokowi gilir kritik ngeblock salah usung paslon 02 tangkap narkoba ahok yg masuk allah maha adil hashtag,politis username yang suka kritik jokowi gilir kritik ngeblock salah usung paslon 02 tangkap narkoba ahok yang masuk allah maha adil hashtag,0,"['politis', 'username', 'yang', 'suka', 'kritik', 'jokowi', 'gilir', 'kritik', 'ngeblock', 'salah', 'usung', 'paslon', '02', 'tangkap', 'narkoba', 'ahok', 'yang', 'masuk', 'allah', 'maha', 'adil', 'hashtag']","['politis', 'username', 'suka', 'kritik', 'jokowi', 'gilir', 'kritik', 'ngeblock', 'salah', 'usung', 'paslon', '02', 'tangkap', 'narkoba', 'ahok', 'masuk', 'allah', 'maha', 'adil', 'hashtag']",politis username suka kritik jokowi gilir kritik ngeblock salah usung paslon 02 tangkap narkoba ahok masuk allah maha adil hashtag
<username> <username> tolol,username username tolol,username username tolol,username username tolol,0,"['username', 'username', 'tolol']","['username', 'username', 'tolol']",username username tolol
Semua yg dia omongin adalah dusta ..<hashtag>,Semua yg dia omongin adalah dusta hashtag,yg omongin dusta hashtag,yang omongkan dusta hashtag,0,"['yang', 'omongkan', 'dusta', 'hashtag']","['omongkan', 'dusta', 'hashtag']",omong dusta hashtag
Dia bersikap semaunya tapi tidak tahu semuanya .Dia bukan egois tetapi hanya sedikit egosentris.<hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,Dia bersikap semaunya tapi tidak tahu semuanya Dia bukan egois tetapi hanya sedikit egosentrishashtag hashtag hashtag hashtag hashtag,sikap egois egosentrishashtag hashtag hashtag hashtag hashtag,sikap egois egosentrishashtag hashtag hashtag hashtag hashtag,0,"['sikap', 'egois', 'egosentrishashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['sikap', 'egois', 'egosentrishashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",sikap egois egosentrishashtag hashtag hashtag hashtag hashtag
<username> Eksistensi setan ki turun bro nyi roro kidul we saiki berhijab . Mending cosplay dadi anggota DPR .,username Eksistensi setan ki turun bro nyi roro kidul we saiki berhijab Mending cosplay dadi anggota DPR,username eksistensi setan ki turun bro nyi roro kidul we saiki hijab mending cosplay dadi anggota dpr,username eksistensi setan ki turun bro nyi roro kidul we saiki hijab mending cosplay dadi anggota dpr,0,"['username', 'eksistensi', 'setan', 'ki', 'turun', 'bro', 'nyi', 'roro', 'kidul', 'we', 'saiki', 'hijab', 'mending', 'cosplay', 'dadi', 'anggota', 'dpr']","['username', 'eksistensi', 'setan', 'ki', 'turun', 'bro', 'nyi', 'roro', 'kidul', 'we', 'saiki', 'hijab', 'mending', 'cosplay', 'dadi', 'anggota', 'dpr']",username eksistensi setan ki turun bro nyi roro kidul we saiki hijab mending cosplay dadi anggota dpr
<username> Nia ramadhani?,username Nia ramadhani,username nia ramadhani,username nia ramadhani,0,"['username', 'nia', 'ramadhani']","['username', 'nia', 'ramadhani']",username nia ramadhani
Gk ada salah nya jika presiden <hashtag> malah itu menunjukkan sikap rendah hati yg sangat baik . Respect ðŸ™,Gk ada salah nya jika presiden hashtag malah itu menunjukkan sikap rendah hati yg sangat baik Respect ðŸ,gk salah nya presiden hashtag sikap rendah hati yg respect ,tidak salah ya presiden hashtag sikap rendah hati yang respect,0,"['tidak', 'salah', 'ya', 'presiden', 'hashtag', 'sikap', 'rendah', 'hati', 'yang', 'respect']","['salah', 'ya', 'presiden', 'hashtag', 'sikap', 'rendah', 'hati', 'respect']",salah ya presiden hashtag sikap rendah hati respect
Testimoni Papua Kitorang Basudara Kita Indonesia . . . Pentas Seni Budaya Papua Polres Kepulauan Seribu . . Kitorang Basudara Kita Indonesia . . <username> .pmj <username> <username> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <link>,Testimoni Papua Kitorang Basudara Kita Indonesia Pentas Seni Budaya Papua Polres Kepulauan Seribu Kitorang Basudara Kita Indonesia username pmj username username hashtag hashtag hashtag hashtag hashtag link,testimoni papua kitorang basudara indonesia pentas seni budaya papua polres pulau ribu kitorang basudara indonesia username pmj username username hashtag hashtag hashtag hashtag hashtag link,testimoni papua kitorang basudara indonesia pentas seni budaya papua polres pulau ribu kitorang basudara indonesia username pmj username username hashtag hashtag hashtag hashtag hashtag link,0,"['testimoni', 'papua', 'kitorang', 'basudara', 'indonesia', 'pentas', 'seni', 'budaya', 'papua', 'polres', 'pulau', 'ribu', 'kitorang', 'basudara', 'indonesia', 'username', 'pmj', 'username', 'username', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']","['testimoni', 'papua', 'kitorang', 'basudara', 'indonesia', 'pentas', 'seni', 'budaya', 'papua', 'polres', 'pulau', 'ribu', 'kitorang', 'basudara', 'indonesia', 'username', 'pmj', 'username', 'username', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'link']",testimoni papua kitorang basudara indonesia pentas seni budaya papua polres pulau ribu kitorang basudara indonesia username pmj username username hashtag hashtag hashtag hashtag hashtag link
<username> Alhamdulillah akhirnya ada yang positif dari lucinta Luna,username Alhamdulillah akhirnya ada yang positif dari lucinta Luna,username alhamdulillah positif lucinta luna,username alhamdulillah positif lucinta luna,1,"['username', 'alhamdulillah', 'positif', 'lucinta', 'luna']","['username', 'alhamdulillah', 'positif', 'lucinta', 'luna']",username alhamdulillah positif lucinta luna
<username> adem kembali ke solo saja ke habitat mu,username adem kembali ke solo saja ke habitat mu,username adem solo habitat mu,username adem solo habitat mu,1,"['username', 'adem', 'solo', 'habitat', 'mu']","['username', 'adem', 'solo', 'habitat', 'mu']",username adem solo habitat mu
Semoga Sukses Dulurrrr,Semoga Sukses Dulurrrr,moga sukses dulurrrr,moga sukses dulurrrr,0,"['moga', 'sukses', 'dulurrrr']","['moga', 'sukses', 'dulurrrr']",moga sukses dulurrrr
Keberhasilan Polri mengungkap rencana besar untuk menggagalkan pelantikan presiden <hashtag> <hashtag> <link>,Keberhasilan Polri mengungkap rencana besar untuk menggagalkan pelantikan presiden hashtag hashtag link,hasil polri ungkap rencana gagal lantik presiden hashtag hashtag link,hasil polri ungkap rencana gagal lantik presiden hashtag hashtag link,0,"['hasil', 'polri', 'ungkap', 'rencana', 'gagal', 'lantik', 'presiden', 'hashtag', 'hashtag', 'link']","['hasil', 'polri', 'rencana', 'gagal', 'lantik', 'presiden', 'hashtag', 'hashtag', 'link']",hasil polri rencana gagal lantik presiden hashtag hashtag link
<username> <username> tolong kasih tahu ke Pak Inggrad Joshua ya ... Anda kan lama disitu apalagi udah tua . saya harap JGN TERLALU DIAM jadi kerjanya ga jelas,username username tolong kasih tahu ke Pak Inggrad Joshua ya Anda kan lama disitu apalagi udah tua saya harap JGN TERLALU DIAM jadi kerjanya ga jelas,username username tolong kasih inggrad joshua ya situ udah tua harap jgn diam kerja ga,username username tolong kasih inggrad joshua ya situ sudah tua harap jangan diam kerja tidak,0,"['username', 'username', 'tolong', 'kasih', 'inggrad', 'joshua', 'ya', 'situ', 'sudah', 'tua', 'harap', 'jangan', 'diam', 'kerja', 'tidak']","['username', 'username', 'tolong', 'kasih', 'inggrad', 'joshua', 'ya', 'situ', 'tua', 'harap', 'diam', 'kerja']",username username tolong kasih inggrad joshua ya situ tua harap diam kerja
<username> Anies tuh hebat bikin banjir gimana seh,username Anies tuh hebat bikin banjir gimana seh,username anies tuh hebat bikin banjir gimana seh,username anies tuh hebat bikin banjir bagaimana sih,1,"['username', 'anies', 'tuh', 'hebat', 'bikin', 'banjir', 'bagaimana', 'sih']","['username', 'anies', 'tuh', 'hebat', 'bikin', 'banjir', 'sih']",username anies tuh hebat bikin banjir sih
Wooow keren mental koruptor toh,Wooow keren mental koruptor toh,wooow keren mental koruptor,wow keren mental koruptor,1,"['wow', 'keren', 'mental', 'koruptor']","['wow', 'keren', 'mental', 'koruptor']",wow keren mental koruptor
lulusan kampus lokal aja belagunya ampe trending gimana yg lulusan LN?? minta dibayar pake emas batangan kali ya <hashtag>,lulusan kampus lokal aja belagunya ampe trending gimana yg lulusan LN minta dibayar pake emas batangan kali ya hashtag,lulus kampus lokal aja belagunya ampe trending gimana yg lulus ln bayar pake emas batang kali ya hashtag,lulus kampus lokal saja belagunya sampai trending bagaimana yang lulus ln bayar pakai emas batang kali ya hashtag,0,"['lulus', 'kampus', 'lokal', 'saja', 'belagunya', 'sampai', 'trending', 'bagaimana', 'yang', 'lulus', 'ln', 'bayar', 'pakai', 'emas', 'batang', 'kali', 'ya', 'hashtag']","['lulus', 'kampus', 'lokal', 'belagunya', 'trending', 'lulus', 'ln', 'bayar', 'pakai', 'emas', 'batang', 'kali', 'ya', 'hashtag']",lulus kampus lokal belagunya trending lulus ln bayar pakai emas batang kali ya hashtag
Bikin Prestasi yang Positif lah jangan nyebar hoax terus bikin rush saja <username> <username> Kita bangun yang Positif yuk ... <hashtag>,Bikin Prestasi yang Positif lah jangan nyebar hoax terus bikin rush saja username username Kita bangun yang Positif yuk hashtag,bikin prestasi positif nyebar hoax bikin rush username username bangun positif yuk hashtag,bikin prestasi positif nyebar hoax bikin rush username username bangun positif yuk hashtag,0,"['bikin', 'prestasi', 'positif', 'nyebar', 'hoax', 'bikin', 'rush', 'username', 'username', 'bangun', 'positif', 'yuk', 'hashtag']","['bikin', 'prestasi', 'positif', 'nyebar', 'hoax', 'bikin', 'rush', 'username', 'username', 'bangun', 'positif', 'yuk', 'hashtag']",bikin prestasi positif nyebar hoax bikin rush username username bangun positif yuk hashtag
<username> ajakin ahok aja tom biar ga salah tanda tangan ngelolosin RAPBD jadi APBD di kasus UPS ðŸ™ˆðŸ™ˆðŸ™ˆ,username ajakin ahok aja tom biar ga salah tanda tangan ngelolosin RAPBD jadi APBD di kasus UPS ðŸˆðŸˆðŸˆ,username ajakin ahok aja tom biar ga salah tanda tangan ngelolosin rapbd apbd ups ,username mengajak ahok saja tom biar tidak salah tanda tangan ngelolosin rapbd apbd ups,0,"['username', 'mengajak', 'ahok', 'saja', 'tom', 'biar', 'tidak', 'salah', 'tanda', 'tangan', 'ngelolosin', 'rapbd', 'apbd', 'ups']","['username', 'mengajak', 'ahok', 'tom', 'biar', 'salah', 'tanda', 'tangan', 'ngelolosin', 'rapbd', 'apbd', 'ups']",username ajak ahok tom biar salah tanda tangan ngelolosin rapbd apbd ups
<username> Rocky gerung pakai akal sehat . Antum pakai akal Busuk .,username Rocky gerung pakai akal sehat Antum pakai akal Busuk,username rocky gerung pakai akal sehat antum pakai akal busuk,username rocky gerung pakai akal sehat antum pakai akal busuk,0,"['username', 'rocky', 'gerung', 'pakai', 'akal', 'sehat', 'antum', 'pakai', 'akal', 'busuk']","['username', 'rocky', 'gerung', 'pakai', 'akal', 'sehat', 'antum', 'pakai', 'akal', 'busuk']",username rocky gerung pakai akal sehat antum pakai akal busuk
<username> <username> Mantap sekali pk <username> maju terus .... <hashtag> <hashtag>,username username Mantap sekali pk username maju terus hashtag hashtag,username username mantap pk username maju hashtag hashtag,username username mantap pakai username maju hashtag hashtag,0,"['username', 'username', 'mantap', 'pakai', 'username', 'maju', 'hashtag', 'hashtag']","['username', 'username', 'mantap', 'pakai', 'username', 'maju', 'hashtag', 'hashtag']",username username mantap pakai username maju hashtag hashtag
<username> <username> Pak Tito sj lempar anduk padahal janji ungkap kss Novel B . Sy mah cuma takut tuk para\'pelaku bhw di dunia nyata boleh selamat . Tolong ingat ada Hakim Yang Maha Adil pemilik kerajaan langit dan bumi .,username username Pak Tito sj lempar anduk padahal janji ungkap kss Novel B Sy mah cuma takut tuk parapelaku bhw di dunia nyata boleh selamat Tolong ingat ada Hakim Yang Maha Adil pemilik kerajaan langit dan bumi,username username tito sj lempar anduk janji kss novel b sy mah takut tuk parapelaku bhw dunia nyata selamat tolong hakim maha adil milik raja langit bumi,username username tito saja lempar anduk janji kss novel b saya mah takut untuk parapelaku bahwa dunia nyata selamat tolong hakim maha adil milik raja langit bumi,0,"['username', 'username', 'tito', 'saja', 'lempar', 'anduk', 'janji', 'kss', 'novel', 'b', 'saya', 'mah', 'takut', 'untuk', 'parapelaku', 'bahwa', 'dunia', 'nyata', 'selamat', 'tolong', 'hakim', 'maha', 'adil', 'milik', 'raja', 'langit', 'bumi']","['username', 'username', 'tito', 'lempar', 'anduk', 'janji', 'kss', 'novel', 'b', 'mah', 'takut', 'parapelaku', 'dunia', 'nyata', 'selamat', 'tolong', 'hakim', 'maha', 'adil', 'milik', 'raja', 'langit', 'bumi']",username username tito lempar anduk janji kss novel b mah takut parapelaku dunia nyata selamat tolong hakim maha adil milik raja langit bumi
2 orang bodoh berdebat di tepi sungai yang keruh tentang apa yang ada di dalamnya . Yang bijak akan menunggu sampai airnya jernih .,2 orang bodoh berdebat di tepi sungai yang keruh tentang apa yang ada di dalamnya Yang bijak akan menunggu sampai airnya jernih,2 orang bodoh debat tepi sungai keruh dalam bijak tunggu air jernih,2 orang bodoh debat tepi sungai keruh dalam bijak tunggu air jernih,0,"['2', 'orang', 'bodoh', 'debat', 'tepi', 'sungai', 'keruh', 'dalam', 'bijak', 'tunggu', 'air', 'jernih']","['2', 'orang', 'bodoh', 'debat', 'tepi', 'sungai', 'keruh', 'bijak', 'tunggu', 'air', 'jernih']",2 orang bodoh debat tepi sungai keruh bijak tunggu air jernih
Tapi para wartawan ada yangvsuka klo doi berkomentar Smoga ga jadi pimpinan dpr lgi zonk <hashtag>,Tapi para wartawan ada yangvsuka klo doi berkomentar Smoga ga jadi pimpinan dpr lgi zonk hashtag,wartawan yangvsuka klo doi komentar smoga ga pimpin dpr lgi zonk hashtag,wartawan yangvsuka kalau doi komentar semoga tidak pimpin dpr lagi zonk hashtag,0,"['wartawan', 'yangvsuka', 'kalau', 'doi', 'komentar', 'semoga', 'tidak', 'pimpin', 'dpr', 'lagi', 'zonk', 'hashtag']","['wartawan', 'yangvsuka', 'doi', 'komentar', 'semoga', 'pimpin', 'dpr', 'zonk', 'hashtag']",wartawan yangvsuka doi komentar moga pimpin dpr zonk hashtag
Bapak Kapolri Idham Aziz . ðŸ˜ðŸ˜ Media aja selalu di awasi dan di jaga sepenuh Hati . Apa lagi aku ðŸ˜˜ðŸ˜˜ðŸ˜˜ðŸ˜˜ <hashtag> <link>,Bapak Kapolri Idham Aziz ðŸðŸ Media aja selalu di awasi dan di jaga sepenuh Hati Apa lagi aku ðŸðŸðŸðŸ hashtag link,kapolri idham aziz  media aja awas jaga sepenuh hati  hashtag link,kapolri idham aziz media saja awas jaga sepenuh hati hashtag link,0,"['kapolri', 'idham', 'aziz', 'media', 'saja', 'awas', 'jaga', 'sepenuh', 'hati', 'hashtag', 'link']","['kapolri', 'idham', 'aziz', 'media', 'awas', 'jaga', 'sepenuh', 'hati', 'hashtag', 'link']",kapolri idham aziz media awas jaga sepenuh hati hashtag link
PERIHBAHASA JAMAN OLD .Lempar batu sembunyi tangan JAMAN NOW .Lempar batu yang diSEMBUNYIKAN di AMBULANCE GERINDRA <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag> <hashtag>,PERIHBAHASA JAMAN OLD Lempar batu sembunyi tangan JAMAN NOW Lempar batu yang diSEMBUNYIKAN di AMBULANCE GERINDRA hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag,perihbahasa jaman old lempar batu sembunyi tangan jaman now lempar batu sembunyi ambulance gerindra hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag,perihbahasa jaman old lempar batu sembunyi tangan jaman now lempar batu sembunyi ambulance gerindra hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag,0,"['perihbahasa', 'jaman', 'old', 'lempar', 'batu', 'sembunyi', 'tangan', 'jaman', 'now', 'lempar', 'batu', 'sembunyi', 'ambulance', 'gerindra', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['perihbahasa', 'jaman', 'old', 'lempar', 'batu', 'sembunyi', 'tangan', 'jaman', 'now', 'lempar', 'batu', 'sembunyi', 'ambulance', 'gerindra', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",perihbahasa jaman old lempar batu sembunyi tangan jaman now lempar batu sembunyi ambulance gerindra hashtag hashtag hashtag hashtag hashtag hashtag hashtag hashtag
Nyawa itu berharga karena ada batasnya . Dan batas itulah yang membuat kita berjuang,Nyawa itu berharga karena ada batasnya Dan batas itulah yang membuat kita berjuang,nyawa harga batas batas juang,nyawa harga batas batas juang,0,"['nyawa', 'harga', 'batas', 'batas', 'juang']","['nyawa', 'harga', 'batas', 'batas', 'juang']",nyawa harga batas batas juang
kamu cantik bgt tapi kamu anjing tai babi,kamu cantik bgt tapi kamu anjing tai babi,cantik bgt anjing tai babi,cantik banget anjing tahi babi,0,"['cantik', 'banget', 'anjing', 'tahi', 'babi']","['cantik', 'banget', 'anjing', 'tahi', 'babi']",cantik banget anjing tahi babi
Hasil Itjima Ulama keagamaannya nihil .. Orang dekatnya <username> malah menghina ulama dengan puisinya ..Kubu sebelah memang sudah rusak .. <username> <username> <username> <username> <hashtag> <hashtag> <hashtag> <hashtag>,Hasil Itjima Ulama keagamaannya nihil Orang dekatnya username malah menghina ulama dengan puisinya Kubu sebelah memang sudah rusak username username username username hashtag hashtag hashtag hashtag,hasil itjima ulama agama nihil orang dekat username hina ulama puisi kubu belah rusak username username username username hashtag hashtag hashtag hashtag,hasil itjima ulama agama nihil orang dekat username hina ulama puisi kubu belah rusak username username username username hashtag hashtag hashtag hashtag,1,"['hasil', 'itjima', 'ulama', 'agama', 'nihil', 'orang', 'dekat', 'username', 'hina', 'ulama', 'puisi', 'kubu', 'belah', 'rusak', 'username', 'username', 'username', 'username', 'hashtag', 'hashtag', 'hashtag', 'hashtag']","['hasil', 'itjima', 'ulama', 'agama', 'nihil', 'orang', 'username', 'hina', 'ulama', 'puisi', 'kubu', 'belah', 'rusak', 'username', 'username', 'username', 'username', 'hashtag', 'hashtag', 'hashtag', 'hashtag']",hasil itjima ulama agama nihil orang username hina ulama puisi kubu belah rusak username username username username hashtag hashtag hashtag hashtag
